country_name,type,product,flow,year,value,price,percentChange,change,price_ma,month,quarter,dayofweek,Country Name,Country Code,country_value
Finland,Balance,Crude oil,Industrial Production,2021,0.0,63.58,7.471,4.42,61.41333333333333,4,2,3,Finland,FIN,7.53
Finland,Balance,Crude oil,Industrial Production,2021,0.0,66.93,5.269,3.35,63.223333333333336,5,2,5,Finland,FIN,7.53
Finland,Balance,Crude oil,Industrial Production,2021,0.0,73.47,9.771,6.54,67.99333333333334,6,2,1,Finland,FIN,7.53
Finland,Balance,Crude oil,Industrial Production,2021,0.0,73.95,0.653,0.48,71.45,7,3,3,Finland,FIN,7.53
Finland,Balance,Crude oil,Industrial Production,2021,0.0,68.5,-7.37,-5.45,71.97333333333334,8,3,6,Finland,FIN,7.53
Finland,Balance,Crude oil,Industrial Production,2021,0.0,75.03,9.533,6.53,72.49333333333333,9,3,2,Finland,FIN,7.53
Finland,Balance,Crude oil,Industrial Production,2021,0.0,81.78,8.996,6.75,75.10333333333334,10,4,4,Finland,FIN,7.53
Finland,Balance,Crude oil,Industrial Production,2021,0.0,65.85,-19.479,-15.93,74.22,11,4,0,Finland,FIN,7.53
Finland,Balance,Crude oil,Industrial Production,2021,0.0,74.88,13.713,9.03,74.17,12,4,2,Finland,FIN,7.53
France,Balance,Crude oil,Industrial Production,2021,874.0,52.2,7.585,3.68,48.68666666666667,1,1,4,France,FRA,8.06
France,Balance,Crude oil,Industrial Production,2021,874.0,61.5,17.816,9.3,54.07333333333335,2,1,0,France,FRA,8.06
France,Balance,Crude oil,Industrial Production,2021,874.0,59.16,-3.805,-2.34,57.620000000000005,3,1,0,France,FRA,8.06
France,Balance,Crude oil,Industrial Production,2021,874.0,63.58,7.471,4.42,61.41333333333333,4,2,3,France,FRA,8.06
France,Balance,Crude oil,Industrial Production,2021,874.0,66.93,5.269,3.35,63.223333333333336,5,2,5,France,FRA,8.06
France,Balance,Crude oil,Industrial Production,2021,874.0,73.47,9.771,6.54,67.99333333333334,6,2,1,France,FRA,8.06
France,Balance,Crude oil,Industrial Production,2021,874.0,73.95,0.653,0.48,71.45,7,3,3,France,FRA,8.06
France,Balance,Crude oil,Industrial Production,2021,874.0,68.5,-7.37,-5.45,71.97333333333334,8,3,6,France,FRA,8.06
France,Balance,Crude oil,Industrial Production,2021,874.0,75.03,9.533,6.53,72.49333333333333,9,3,2,France,FRA,8.06
France,Balance,Crude oil,Industrial Production,2021,874.0,81.78,8.996,6.75,75.10333333333334,10,4,4,France,FRA,8.06
France,Balance,Crude oil,Industrial Production,2021,874.0,65.85,-19.479,-15.93,74.22,11,4,0,France,FRA,8.06
France,Balance,Crude oil,Industrial Production,2021,874.0,74.88,13.713,9.03,74.17,12,4,2,France,FRA,8.06
Germany,Balance,Crude oil,Industrial Production,2021,3085.15,52.2,7.585,3.68,48.68666666666667,1,1,4,Germany,DEU,3.54
Germany,Balance,Crude oil,Industrial Production,2021,3085.15,61.5,17.816,9.3,54.07333333333335,2,1,0,Germany,DEU,3.54
Germany,Balance,Crude oil,Industrial Production,2021,3085.15,59.16,-3.805,-2.34,57.620000000000005,3,1,0,Germany,DEU,3.54
Germany,Balance,Crude oil,Industrial Production,2021,3085.15,63.58,7.471,4.42,61.41333333333333,4,2,3,Germany,DEU,3.54
Germany,Balance,Crude oil,Industrial Production,2021,3085.15,66.93,5.269,3.35,63.223333333333336,5,2,5,Germany,DEU,3.54
Germany,Balance,Crude oil,Industrial Production,2021,3085.15,73.47,9.771,6.54,67.99333333333334,6,2,1,Germany,DEU,3.54
Germany,Balance,Crude oil,Industrial Production,2021,3085.15,73.95,0.653,0.48,71.45,7,3,3,Germany,DEU,3.54
Germany,Balance,Crude oil,Industrial Production,2021,3085.15,68.5,-7.37,-5.45,71.97333333333334,8,3,6,Germany,DEU,3.54
Germany,Balance,Crude oil,Industrial Production,2021,3085.15,75.03,9.533,6.53,72.49333333333333,9,3,2,Germany,DEU,3.54
Germany,Balance,Crude oil,Industrial Production,2021,3085.15,81.78,8.996,6.75,75.10333333333334,10,4,4,Germany,DEU,3.54
Germany,Balance,Crude oil,Industrial Production,2021,3085.15,65.85,-19.479,-15.93,74.22,11,4,0,Germany,DEU,3.54
Germany,Balance,Crude oil,Industrial Production,2021,3085.15,74.88,13.713,9.03,74.17,12,4,2,Germany,DEU,3.54
Greece,Balance,Crude oil,Industrial Production,2021,58.754,52.2,7.585,3.68,48.68666666666667,1,1,4,Greece,GRC,14.8
Greece,Balance,Crude oil,Industrial Production,2021,58.754,61.5,17.816,9.3,54.07333333333335,2,1,0,Greece,GRC,14.8
Greece,Balance,Crude oil,Industrial Production,2021,58.754,59.16,-3.805,-2.34,57.620000000000005,3,1,0,Greece,GRC,14.8
Greece,Balance,Crude oil,Industrial Production,2021,58.754,63.58,7.471,4.42,61.41333333333333,4,2,3,Greece,GRC,14.8
Greece,Balance,Crude oil,Industrial Production,2021,58.754,66.93,5.269,3.35,63.223333333333336,5,2,5,Greece,GRC,14.8
Greece,Balance,Crude oil,Industrial Production,2021,58.754,73.47,9.771,6.54,67.99333333333334,6,2,1,Greece,GRC,14.8
Greece,Balance,Crude oil,Industrial Production,2021,58.754,73.95,0.653,0.48,71.45,7,3,3,Greece,GRC,14.8
Greece,Balance,Crude oil,Industrial Production,2021,58.754,68.5,-7.37,-5.45,71.97333333333334,8,3,6,Greece,GRC,14.8
Greece,Balance,Crude oil,Industrial Production,2021,58.754,75.03,9.533,6.53,72.49333333333333,9,3,2,Greece,GRC,14.8
Greece,Balance,Crude oil,Industrial Production,2021,58.754,81.78,8.996,6.75,75.10333333333334,10,4,4,Greece,GRC,14.8
Greece,Balance,Crude oil,Industrial Production,2021,58.754,65.85,-19.479,-15.93,74.22,11,4,0,Greece,GRC,14.8
Greece,Balance,Crude oil,Industrial Production,2021,58.754,74.88,13.713,9.03,74.17,12,4,2,Greece,GRC,14.8
Hungary,Balance,Crude oil,Industrial Production,2021,1095.0,52.2,7.585,3.68,48.68666666666667,1,1,4,Hungary,HUN,4.12
Hungary,Balance,Crude oil,Industrial Production,2021,1095.0,61.5,17.816,9.3,54.07333333333335,2,1,0,Hungary,HUN,4.12
Hungary,Balance,Crude oil,Industrial Production,2021,1095.0,59.16,-3.805,-2.34,57.620000000000005,3,1,0,Hungary,HUN,4.12
Hungary,Balance,Crude oil,Industrial Production,2021,1095.0,63.58,7.471,4.42,61.41333333333333,4,2,3,Hungary,HUN,4.12
Hungary,Balance,Crude oil,Industrial Production,2021,1095.0,66.93,5.269,3.35,63.223333333333336,5,2,5,Hungary,HUN,4.12
Hungary,Balance,Crude oil,Industrial Production,2021,1095.0,73.47,9.771,6.54,67.99333333333334,6,2,1,Hungary,HUN,4.12
Hungary,Balance,Crude oil,Industrial Production,2021,1095.0,73.95,0.653,0.48,71.45,7,3,3,Hungary,HUN,4.12
Hungary,Balance,Crude oil,Industrial Production,2021,1095.0,68.5,-7.37,-5.45,71.97333333333334,8,3,6,Hungary,HUN,4.12
Hungary,Balance,Crude oil,Industrial Production,2021,1095.0,75.03,9.533,6.53,72.49333333333333,9,3,2,Hungary,HUN,4.12
Hungary,Balance,Crude oil,Industrial Production,2021,1095.0,81.78,8.996,6.75,75.10333333333334,10,4,4,Hungary,HUN,4.12
Hungary,Balance,Crude oil,Industrial Production,2021,1095.0,65.85,-19.479,-15.93,74.22,11,4,0,Hungary,HUN,4.12
Hungary,Balance,Crude oil,Industrial Production,2021,1095.0,74.88,13.713,9.03,74.17,12,4,2,Hungary,HUN,4.12
Iceland,Balance,Crude oil,Industrial Production,2021,0.0,52.2,7.585,3.68,48.68666666666667,1,1,4,Iceland,ISL,5.4
Iceland,Balance,Crude oil,Industrial Production,2021,0.0,61.5,17.816,9.3,54.07333333333335,2,1,0,Iceland,ISL,5.4
